-4.84 -6.69 -2.20 4.27 4.94 0.31 7.95 2.65 10.69 13.50 11.91 8.94 19.18 -8.49 -2.58 -2.00 1.81 1.46 8.97
-2.21 -4.54 -0.38 4.76 5.59 1.41 8.05 3.49 10.98 12.70 10.89 9.11 18.20 -8.53 -1.65 -1.82 2.04 1.91 8.33
0.91 -2.05 1.59 5.28 6.25 2.55 7.95 4.40 11.18 11.63 9.62 9.11 16.92 -8.47 -0.47 -1.63 2.17 2.29 7.54
4.37 0.64 3.61 5.79 6.86 3.72 7.66 5.34 11.32 10.36 8.21 8.95 15.45 -8.27 0.92 -1.43 2.21 2.60 6.64
7.97 3.36 5.58 6.26 7.39 4.86 7.23 6.30 11.41 8.98 6.74 8.70 13.90 -7.88 2.43 -1.26 2.18 2.86 5.68
11.50 5.91 7.40 6.65 7.77 5.97 6.71 7.25 11.52 7.61 5.33 8.40 12.42 -7.26 3.96 -1.12 2.11 3.08 4.73
14.79 8.14 8.98 6.94 7.98 7.00 6.14 8.17 11.66 6.33 4.06 8.13 11.09 -6.44 5.41 -1.02 2.02 3.28 3.85
17.66 9.91 10.25 7.11 8.01 7.94 5.60 9.01 11.86 5.23 3.02 7.92 10.00 -5.45 6.70 -0.97 1.95 3.48 3.08
20.00 11.17 11.17 7.17 7.86 8.75 5.11 9.78 12.12 4.35 2.24 7.81 9.18 -4.38 7.78 -0.97 1.90 3.68 2.45
21.77 11.92 11.74 7.15 7.57 9.42 4.72 10.44 12.44 3.71 1.72 7.78 8.61 -3.31 8.63 -1.05 1.87 3.89 1.96
22.96 12.22 11.99 7.06 7.19 9.93 4.42 10.97 12.77 3.29 1.44 7.82 8.23 -2.36 9.27 -1.20 1.86 4.10 1.60
23.62 12.21 11.95 6.97 6.78 10.28 4.23 11.38 13.10 3.04 1.35 7.89 7.98 -1.60 9.77 -1.44 1.85 4.30 1.35
23.85 12.01 11.72 6.90 6.43 10.47 4.13 11.65 13.37 2.91 1.40 7.95 7.78 -1.10 10.17 -1.74 1.82 4.48 1.16
23.75 11.77 11.39 6.89 6.19 10.53 4.10 11.82 13.58 2.86 1.52 7.98 7.57 -0.86 10.54 -2.08 1.76 4.65 1.01
23.43 11.57 11.03 6.97 6.10 10.51 4.13 11.91 13.71 2.83 1.70 7.97 7.31 -0.88 10.88 -2.43 1.66 4.82 0.88
22.98 11.45 10.76 7.11 6.19 10.47 4.19 11.97 13.78 2.82 1.92 7.91 7.00 -1.08 11.19 -2.74 1.53 5.00 0.77
22.48 11.37 10.61 7.30 6.44 10.46 4.25 12.05 13.80 2.81 2.18 7.82 6.65 -1.39 11.39 -2.93 1.35 5.20 0.67
21.97 11.25 10.62 7.46 6.77 10.53 4.27 12.19 13.80 2.81 2.46 7.68 6.28 -1.72 11.42 -2.98 1.13 5.43 0.60
21.44 10.95 10.78 7.52 7.12 10.70 4.22 12.40 13.80 2.83 2.76 7.51 5.92 -1.99 11.17 -2.82 0.86 5.69 0.55
20.90 10.37 11.06 7.42 7.36 10.97 4.06 12.69 13.82 2.86 3.04 7.27 5.60 -2.15 10.58 -2.47 0.53 5.95 0.53
20.30 9.40 11.40 7.08 7.43 11.32 3.78 13.02 13.83 2.90 3.27 6.93 5.30 -2.16 9.61 -1.95 0.14 6.16 0.51
19.61 8.02 11.72 6.48 7.24 11.68 3.35 13.34 13.82 2.94 3.40 6.48 5.05 -2.03 8.30 -1.29 -0.32 6.27 0.51
18.80 6.26 11.96 5.63 6.79 11.99 2.80 13.58 13.76 2.97 3.41 5.88 4.84 -1.76 6.71 -0.58 -0.82 6.23 0.52
17.83 4.21 12.04 4.57 6.10 12.19 2.17 13.70 13.61 3.00 3.28 5.14 4.69 -1.37 4.96 0.13 -1.34 6.00 0.55
16.69 2.01 11.94 3.38 5.23 12.22 1.51 13.65 13.36 3.03 3.02 4.27 4.61 -0.91 3.19 0.76 -1.87 5.58 0.62
15.41 -0.18 11.63 2.15 4.28 12.06 0.87 13.43 13.02 3.05 2.67 3.33 4.61 -0.39 1.51 1.29 -2.36 5.00 0.73
14.00 -2.19 11.14 0.98 3.32 11.71 0.31 13.05 12.61 3.07 2.28 2.40 4.70 0.16 0.05 1.71 -2.80 4.33 0.88
12.54 -3.93 10.48 -0.07 2.43 11.20 -0.12 12.55 12.20 3.10 1.91 1.59 4.84 0.71 -1.14 2.05 -3.18 3.65 1.06
11.09 -5.32 9.70 -0.97 1.65 10.59 -0.40 11.98 11.83 3.12 1.59 1.00 5.00 1.27 -2.02 2.35 -3.51 3.07 1.22
9.73 -6.36 8.85 -1.69 0.97 9.95 -0.54 11.41 11.59 3.11 1.38 0.75 5.13 1.82 -2.62 2.67 -3.81 2.70 1.32
8.56 -7.09 8.00 -2.27 0.37 9.34 -0.57 10.89 11.52 3.05 1.26 0.91 5.15 2.37 -2.98 3.08 -4.11 2.60 1.30
7.66 -7.60 7.21 -2.75 -0.18 8.84 -0.53 10.46 11.65 2.94 1.25 1.51 5.02 2.94 -3.18 3.62 -4.43 2.82 1.13
7.08 -7.99 6.55 -3.17 -0.73 8.49 -0.46 10.18 12.02 2.75 1.30 2.54 4.68 3.55 -3.29 4.33 -4.79 3.35 0.79
6.88 -8.33 6.08 -3.57 -1.30 8.30 -0.41 10.05 12.58 2.49 1.40 3.94 4.15 4.23 -3.36 5.21 -5.18 4.14 0.29
7.05 -8.67 5.83 -3.97 -1.89 8.28 -0.40 10.07 13.32 2.17 1.50 5.62 3.46 5.00 -3.46 6.23 -5.60 5.10 -0.34
7.58 -9.02 5.83 -4.35 -2.49 8.39 -0.44 10.22 14.16 1.81 1.60 7.44 2.65 5.86 -3.59 7.37 -6.01 6.13 -1.04
8.39 -9.34 6.07 -4.68 -3.07 8.56 -0.54 10.47 15.04 1.43 1.66 9.27 1.80 6.81 -3.76 8.56 -6.40 7.11 -1.76
9.42 -9.58 6.50 -4.94 -3.61 8.74 -0.69 10.76 15.88 1.05 1.68 10.99 0.99 7.82 -3.94 9.71 -6.73 7.93 -2.43
10.53 -9.66 7.05 -5.10 -4.07 8.84 -0.87 11.02 16.58 0.67 1.64 12.48 0.26 8.84 -4.11 10.77 -7.00 8.50 -3.03
11.63 -9.55 7.64 -5.15 -4.45 8.80 -1.07 11.19 17.07 0.27 1.52 13.67 -0.36 9.82 -4.26 11.66 -7.20 8.79 -3.55
12.59 -9.21 8.16 -5.11 -4.75 8.56 -1.29 11.22 17.30 -0.16 1.28 14.50 -0.89 10.68 -4.37 12.33 -7.35 8.75 -4.01
13.34 -8.68 8.55 -5.02 -5.00 8.10 -1.55 11.05 17.22 -0.67 0.89 14.96 -1.38 11.35 -4.47 12.76 -7.48 8.41 -4.45
13.81 -8.01 8.72 -4.95 -5.23 7.41 -1.86 10.68 16.80 -1.31 0.31 15.05 -1.88 11.78 -4.60 12.95 -7.62 7.81 -4.92
13.96 -7.31 8.65 -4.95 -5.49 6.52 -2.25 10.08 16.05 -2.12 -0.49 14.79 -2.47 11.92 -4.80 12.91 -7.81 6.99 -5.49
13.81 -6.68 8.32 -5.10 -5.80 5.44 -2.75 9.28 14.97 -3.14 -1.54 14.23 -3.19 11.74 -5.13 12.69 -8.09 6.02 -6.21
13.37 -6.22 7.75 -5.42 -6.21 4.25 -3.38 8.28 13.62 -4.38 -2.85 13.40 -4.08 11.24 -5.62 12.32 -8.47 4.95 -7.10
12.73 -6.00 6.99 -5.94 -6.71 2.98 -4.15 7.14 12.02 -5.84 -4.40 12.36 -5.12 10.47 -6.27 11.84 -8.98 3.82 -8.17
11.95 -6.03 6.10 -6.65 -7.30 1.71 -5.05 5.89 10.25 -7.46 -6.15 11.14 -6.24 9.46 -7.05 11.29 -9.60 2.67 -9.38
11.14 -6.31 5.19 -7.50 -7.93 0.49 -6.05 4.61 8.39 -9.20 -8.03 9.82 -7.37 8.33 -7.91 10.72 -10.30 1.53 -10.69
10.40 -6.75 4.36 -8.41 -8.55 -0.61 -7.09 3.35 6.52 -10.95 -9.96 8.45 -8.41 7.19 -8.77 10.15 -11.02 0.44 -12.00
9.83 -7.28 3.68 -9.32 -9.12 -1.54 -8.11 2.21 4.73 -12.64 -11.86 7.12 -9.26 6.13 -9.55 9.61 -11.71 -0.60 -13.21
9.50 -7.78 3.24 -10.15 -9.59 -2.26 -9.05 1.24 3.12 -14.18 -13.63 5.90 -9.85 5.26 -10.16 9.11 -12.33 -1.53 -14.25
9.45 -8.19 3.06 -10.83 -9.96 -2.73 -9.87 0.49 1.75 -15.48 -15.21 4.84 -10.13 4.65 -10.54 8.67 -12.81 -2.32 -15.05
9.69 -8.44 3.16 -11.34 -10.21 -2.97 -10.52 -0.01 0.68 -16.52 -16.55 3.99 -10.13 4.34 -10.68 8.27 -13.14 -2.97 -15.57
10.18 -8.50 3.46 -11.68 -10.40 -3.00 -11.00 -0.29 -0.07 -17.27 -17.65 3.40 -9.88 4.31 -10.56 7.90 -13.32 -3.46 -15.83
10.87 -8.39 3.91 -11.88 -10.57 -2.87 -11.33 -0.38 -0.53 -17.75 -18.50 3.06 -9.46 4.51 -10.21 7.51 -13.37 -3.81 -15.85
11.66 -8.14 4.41 -12.00 -10.77 -2.64 -11.54 -0.37 -0.74 -18.00 -19.14 2.98 -8.96 4.88 -9.69 7.08 -13.32 -4.03 -15.70
12.49 -7.78 4.86 -12.09 -11.04 -2.39 -11.67 -0.33 -0.75 -18.07 -19.61 3.13 -8.45 5.35 -9.05 6.57 -13.20 -4.17 -15.44
13.28 -7.35 5.21 -12.21 -11.40 -2.16 -11.76 -0.33 -0.62 -18.03 -19.93 3.48 -8.00 5.84 -8.36 5.95 -13.05 -4.27 -15.16
13.97 -6.90 5.43 -12.39 -11.85 -1.98 -11.85 -0.44 -0.43 -17.95 -20.14 3.97 -7.67 6.30 -7.69 5.23 -12.90 -4.34 -14.89
14.53 -6.43 5.50 -12.67 -12.37 -1.88 -11.97 -0.69 -0.21 -17.89 -20.27 4.56 -7.48 6.67 -7.10 4.41 -12.78 -4.41 -14.70
14.95 -5.99 5.46 -13.05 -12.94 -1.84 -12.14 -1.09 0.01 -17.88 -20.33 5.16 -7.44 6.95 -6.67 3.54 -12.74 -4.48 -14.62
15.22 -5.61 5.34 -13.54 -13.53 -1.81 -12.40 -1.62 0.22 -17.98 -20.35 5.73 -7.56 7.14 -6.43 2.67 -12.79 -4.51 -14.67
15.34 -5.35 5.20 -14.14 -14.16 -1.78 -12.76 -2.24 0.42 -18.20 -20.34 6.21 -7.83 7.24 -6.45 1.86 -12.98 -4.49 -14.85
15.30 -5.29 5.04 -14.88 -14.84 -1.69 -13.26 -2.91 0.62 -18.55 -20.34 6.57 -8.23 7.27 -6.76 1.14 -13.34 -4.39 -15.17
