-4.80,-2.01,2.67,-7.33,9.02,20.49,4.94,2.61,6.52,-2.39,-46.73,-24.63,23.12,-9.64,-1.85,1.23,3.13,-5.66,-0.48,
-2.47,-6.45,3.97,-11.66,6.07,23.13,0.48,6.88,9.55,-5.37,-48.90,-22.44,20.21,-8.53,-6.51,3.42,-1.67,-3.47,-4.95,
-0.19,-10.55,4.62,-15.75,3.01,24.54,-3.99,10.71,11.32,-8.16,-51.59,-21.13,17.19,-7.82,-10.93,4.89,-6.21,-2.04,-9.14,
1.76,-13.92,4.44,-19.20,0.28,24.42,-8.18,13.67,11.44,-10.76,-54.57,-20.93,13.91,-7.65,-14.68,5.42,-10.09,-1.58,-12.70,
3.19,-16.29,3.36,-21.75,-1.79,22.71,-11.88,15.45,9.79,-13.25,-57.57,-21.92,10.25,-8.10,-17.43,4.91,-13.05,-2.16,-15.37,
4.05,-17.53,1.47,-23.21,-2.98,19.61,-14.95,15.97,6.56,-15.68,-60.34,-24.00,6.20,-9.12,-19.00,3.44,-14.89,-3.68,-16.97,
4.42,-17.63,-1.00,-23.57,-3.21,15.56,-17.31,15.37,2.23,-18.00,-62.59,-26.85,1.99,-10.53,-19.34,1.27,-15.56,-5.86,-17.45,
4.49,-16.75,-3.67,-22.94,-2.52,11.18,-18.93,13.97,-2.49,-20.05,-64.02,-30.03,-2.03,-12.07,-18.58,-1.21,-15.16,-8.26,-16.88,
4.54,-15.11,-6.10,-21.55,-1.06,7.20,-19.78,12.27,-6.78,-21.62,-64.40,-33.02,-5.37,-13.37,-16.96,-3.51,-13.88,-10.39,-15.43,
4.81,-13.02,-7.84,-19.71,0.95,4.31,-19.87,10.77,-9.85,-22.45,-63.53,-35.27,-7.54,-14.09,-14.84,-5.16,-12.00,-11.76,-13.36,
5.50,-10.85,-8.56,-17.76,3.24,3.02,-19.26,9.95,-11.07,-22.36,-61.34,-36.34,-8.21,-13.94,-12.63,-5.78,-9.88,-12.00,-10.99,
6.68,-8.96,-8.06,-16.09,5.53,3.64,-18.08,10.11,-10.08,-21.35,-57.92,-35.91,-7.28,-12.75,-10.76,-5.16,-7.88,-10.90,-8.72,
8.32,-7.66,-6.31,-15.01,7.55,6.17,-16.54,11.38,-6.86,-19.56,-53.50,-33.84,-4.95,-10.52,-9.61,-3.27,-6.38,-8.46,-6.91,
10.23,-7.23,-3.51,-14.80,9.04,10.31,-14.93,13.66,-1.73,-17.38,-48.52,-30.22,-1.76,-7.39,-9.50,-0.31,-5.72,-4.92,-5.92,
12.19,-7.88,0.01,-15.66,9.76,15.54,-13.62,16.63,4.70,-15.35,-43.54,-25.34,1.51,-3.70,-10.64,3.35,-6.16,-0.68,-6.06,
13.90,-9.73,3.75,-17.67,9.53,21.15,-12.99,19.82,11.59,-14.12,-39.21,-19.73,3.94,0.14,-13.11,7.21,-7.88,3.72,-7.53,
15.10,-12.79,7.23,-20.84,8.19,26.39,-13.44,22.72,18.07,-14.28,-36.22,-14.05,4.66,3.69,-16.89,10.75,-10.93,7.72,-10.38,
15.61,-17.00,9.99,-25.06,5.66,30.58,-15.24,24.83,23.30,-16.30,-35.15,-9.03,3.00,6.57,-21.80,13.49,-15.24,10.84,-14.56,
15.35,-22.18,11.71,-30.13,1.94,33.19,-18.54,25.81,26.64,-20.40,-36.42,-5.35,-1.35,8.48,-27.58,15.10,-20.61,12.72,-19.81,
14.37,-28.03,12.27,-35.71,-2.81,33.98,-23.24,25.50,27.77,-26.44,-40.15,-3.52,-8.21,9.35,-33.81,15.44,-26.65,13.21,-25.74,
12.84,-34.10,11.74,-41.37,-8.33,32.95,-29.01,23.95,26.65,-33.92,-46.11,-3.77,-16.95,9.23,-39.97,14.57,-32.85,12.39,-31.81,
11.06,-39.87,10.34,-46.61,-14.20,30.34,-35.33,21.38,23.55,-42.08,-53.79,-6.09,-26.55,8.33,-45.51,12.70,-38.65,10.48,-37.44,
9.33,-44.74,8.42,-50.86,-19.89,26.57,-41.49,18.13,18.96,-49.96,-62.38,-10.15,-35.79,6.90,-49.85,10.16,-43.42,7.84,-42.04,
7.95,-48.13,6.30,-53.60,-24.81,22.09,-46.76,14.56,13.45,-56.59,-70.90,-15.47,-43.46,5.18,-52.46,7.28,-46.63,4.82,-45.11,
7.11,-49.58,4.20,-54.44,-28.41,17.35,-50.50,10.96,7.58,-61.16,-78.42,-21.49,-48.63,3.35,-52.99,4.33,-47.89,1.71,-46.30,
6.89,-48.84,2.28,-53.19,-30.30,12.68,-52.29,7.51,1.81,-63.21,-84.16,-27.65,-50.82,1.51,-51.34,1.49,-47.07,-1.29,-45.53,
7.27,-45.93,0.53,-49.92,-30.29,8.31,-51.98,4.28,-3.52,-62.65,-87.64,-33.44,-50.06,-0.34,-47.65,-1.17,-44.28,-4.08,-42.93,
