-11.35,-14.15,-6.34,-11.52,7.41,-18.29,46.61,0.57,-37.15,25.67,36.61,48.54,-5.68,-15.52,-16.19,-11.66,-13.23,-19.27,-13.67,
-11.23,-13.91,-7.74,-11.31,5.91,-19.83,46.36,-1.68,-38.23,26.23,35.96,47.92,-5.44,-16.66,-15.59,-13.03,-12.66,-20.77,-12.97,
-11.19,-13.73,-9.24,-11.09,3.87,-22.10,45.53,-4.44,-40.13,26.10,34.35,46.41,-5.92,-17.87,-14.96,-14.62,-12.09,-22.48,-12.35,
-11.29,-13.63,-10.81,-10.91,1.39,-24.97,44.14,-7.72,-42.70,25.26,31.85,44.08,-7.11,-19.13,-14.39,-16.35,-11.60,-24.28,-11.90,
-11.52,-13.65,-12.33,-10.80,-1.36,-28.16,42.29,-11.47,-45.67,23.80,28.66,41.14,-8.92,-20.33,-13.94,-18.07,-11.25,-26.02,-11.65,
-11.84,-13.78,-13.65,-10.78,-4.16,-31.33,40.17,-15.63,-48.72,21.92,25.07,37.87,-11.13,-21.33,-13.67,-19.58,-11.07,-27.50,-11.64,
-12.17,-13.97,-14.58,-10.84,-6.76,-34.14,38.00,-20.04,-51.52,19.91,21.43,34.60,-13.42,-21.95,-13.59,-20.67,-11.06,-28.50,-11.80,
-12.40,-14.16,-14.96,-10.90,-8.88,-36.27,36.07,-24.49,-53.77,18.11,18.12,31.70,-15.47,-22.07,-13.65,-21.14,-11.15,-28.87,-12.04,
-12.45,-14.21,-14.67,-10.86,-10.29,-37.50,34.65,-28.65,-55.23,16.85,15.46,29.46,-16.95,-21.59,-13.71,-20.87,-11.21,-28.48,-12.20,
-12.26,-13.99,-13.67,-10.58,-10.75,-37.71,33.96,-32.14,-55.80,16.40,13.68,28.10,-17.59,-20.49,-13.64,-19.82,-11.09,-27.34,-12.13,
-11.79,-13.39,-12.04,-9.95,-10.18,-36.93,34.14,-34.58,-55.47,16.91,12.91,27.71,-17.25,-18.84,-13.28,-18.06,-10.67,-25.53,-11.67,
-11.03,-12.35,-9.91,-8.91,-8.56,-35.29,35.19,-35.64,-54.34,18.40,13.10,28.26,-15.92,-16.76,-12.52,-15.73,-9.84,-23.19,-10.74,
-10.02,-10.88,-7.48,-7.47,-6.04,-33.01,37.01,-35.12,-52.61,20.72,14.08,29.59,-13.76,-14.46,-11.35,-13.05,-8.58,-20.56,-9.34,
-8.79,-9.09,-4.99,-5.74,-2.87,-30.33,39.35,-33.00,-50.49,23.59,15.55,31.47,-11.04,-12.14,-9.82,-10.28,-6.99,-17.87,-7.59,
-7.43,-7.16,-2.68,-3.92,0.59,-27.53,41.87,-29.44,-48.24,26.62,17.13,33.61,-8.15,-9.97,-8.11,-7.65,-5.22,-15.36,-5.69,
-5.98,-5.33,-0.73,-2.25,3.95,-24.80,44.22,-24.76,-46.04,29.42,18.44,35.75,-5.47,-8.12,-6.45,-5.37,-3.52,-13.19,-3.88,
-4.51,-3.83,0.74,-0.95,6.85,-22.29,46.05,-19.41,-44.03,31.61,19.15,37.67,-3.34,-6.67,-5.09,-3.57,-2.14,-11.48,-2.46,
-3.08,-2.87,1.68,-0.22,8.98,-20.08,47.10,-13.88,-42.28,32.94,19.02,39.23,-1.99,-5.63,-4.24,-2.29,-1.29,-10.26,-1.65,
-1.74,-2.57,2.14,-0.17,10.16,-18.13,47.25,-8.67,-40.76,33.31,17.95,40.42,-1.51,-4.97,-4.06,-1.51,-1.12,-9.48,-1.59,
-0.55,-2.93,2.19,-0.79,10.32,-16.41,46.49,-4.18,-39.40,32.78,16.03,41.28,-1.82,-4.60,-4.57,-1.13,-1.66,-9.07,-2.31,
0.41,-3.89,1.96,-1.97,9.54,-14.85,44.97,-0.74,-38.15,31.55,13.46,41.92,-2.72,-4.44,-5.71,-1.04,-2.83,-8.90,-3.72,
1.04,-5.27,1.52,-3.51,7.99,-13.41,42.90,1.45,-36.93,29.91,10.53,42.45,-3.95,-4.41,-7.31,-1.12,-4.47,-8.88,-5.62,
1.21,-6.86,0.93,-5.19,5.90,-12.12,40.56,2.30,-35.77,28.19,7.58,42.93,-5.21,-4.49,-9.13,-1.31,-6.33,-8.96,-7.73,
0.80,-8.44,0.16,-6.78,3.54,-11.08,38.22,1.83,-34.74,26.66,4.92,43.36,-6.27,-4.70,-10.93,-1.62,-8.15,-9.18,-9.78,
-0.29,-9.80,-0.83,-8.07,1.15,-10.39,36.09,0.17,-33.96,25.52,2.82,43.68,-6.96,-5.12,-12.47,-2.10,-9.70,-9.58,-11.51,
-2.06,-10.81,-2.10,-8.96,-1.04,-10.16,34.33,-2.44,-33.53,24.87,1.39,43.84,-7.21,-5.83,-13.59,-2.80,-10.81,-10.25,-12.72,
-4.42,-11.42,-3.68,-9.42,-2.91,-10.46,32.99,-5.68,-33.50,24.70,0.69,43.79,-7.04,-6.88,-14.22,-3.80,-11.41,-11.23,-13.35,
-7.16,-11.65,-5.55,-9.51,-4.40,-11.24,32.04,-9.20,-33.82,24.87,0.63,43.53,-6.58,-8.28,-14.42,-5.08,-11.55,-12.51,-13.44,
-9.96,-11.61,-7.58,-9.37,-5.50,-12.34,31.39,-12.58,-34.33,25.24,1.08,43.17,-5.96,-9.95,-14.30,-6.58,-11.34,-14.01,-13.14,
-12.47,-11.42,-9.59,-9.16,-6.27,-13.55,30.92,-15.44,-34.80,25.59,1.83,42.86,-5.38,-11.73,-14.04,-8.15,-11.00,-15.57,-12.65,
-14.37,-11.24,-11.38,-9.04,-6.77,-14.58,30.51,-17.51,-34.98,25.77,2.71,42.80,-5.01,-13.43,-13.85,-9.60,-10.74,-16.99,-12.21,
-15.39,-11.16,-12.75,-9.12,-7.05,-15.19,30.07,-18.58,-34.67,25.65,3.54,43.13,-4.94,-14.84,-13.86,-10.74,-10.72,-18.08,-12.02,
-15.43,-11.21,-13.55,-9.40,-7.14,-15.22,29.58,-18.62,-33.75,25.20,4.20,43.96,-5.22,-15.79,-14.16,-11.42,-11.05,-18.71,-12.18,
-14.55,-11.36,-13.75,-9.83,-7.02,-14.64,29.07,-17.75,-32.28,24.46,4.63,45.25,-5.80,-16.19,-14.73,-11.57,-11.70,-18.81,-12.71,
-12.93,-11.51,-13.37,-10.28,-6.67,-13.54,28.64,-16.20,-30.41,23.58,4.81,46.88,-6.57,-16.03,-15.43,-11.21,-12.58,-18.44,-13.50,
-10.88,-11.53,-12.54,-10.58,-6.05,-12.13,28.37,-14.30,-28.41,22.70,4.77,48.62,-7.36,-15.37,-16.10,-10.44,-13.48,-17.70,-14.36,
