2.81 -18.62 -4.37 -4.35 5.56 5.29 -7.37 -10.23 -26.30 6.44 12.45 -13.53 14.60 39.65 -16.47 22.83 -7.97 3.17 1.35
2.88 -18.49 -4.11 -4.13 5.44 5.68 -7.22 -9.34 -24.88 6.65 12.36 -12.40 15.04 39.04 -16.01 23.12 -8.52 3.54 1.52
3.34 -17.76 -3.40 -3.35 5.96 6.22 -6.77 -8.41 -23.49 7.02 12.46 -11.35 15.65 38.85 -15.13 23.67 -8.90 3.94 1.87
4.09 -16.47 -2.31 -2.05 7.11 6.90 -5.99 -7.45 -22.10 7.63 12.84 -10.33 16.49 39.08 -13.86 24.49 -9.01 4.43 2.46
5.04 -14.74 -0.91 -0.32 8.77 7.72 -4.90 -6.49 -20.66 8.51 13.58 -9.27 17.61 39.65 -12.29 25.57 -8.76 5.07 3.33
6.10 -12.74 0.67 1.67 10.74 8.65 -3.59 -5.54 -19.16 9.61 14.61 -8.14 18.94 40.47 -10.53 26.83 -8.17 5.90 4.42
7.17 -10.65 2.31 3.69 12.80 9.66 -2.20 -4.63 -17.62 10.80 15.82 -6.94 20.36 41.39 -8.74 28.14 -7.28 6.85 5.60
8.19 -8.69 3.89 5.54 14.67 10.65 -0.89 -3.78 -16.10 11.92 17.00 -5.74 21.69 42.26 -7.10 29.31 -6.20 7.83 6.74
9.07 -6.99 5.27 7.02 16.16 11.55 0.17 -3.04 -14.70 12.80 17.95 -4.65 22.75 42.90 -5.72 30.12 -5.03 8.67 7.67
9.75 -5.70 6.34 8.01 17.11 12.27 0.88 -2.44 -13.52 13.29 18.48 -3.78 23.38 43.19 -4.68 30.39 -3.89 9.24 8.26
10.21 -4.86 7.04 8.46 17.45 12.75 1.16 -1.99 -12.64 13.31 18.48 -3.25 23.50 43.05 -4.02 29.97 -2.85 9.43 8.46
10.42 -4.46 7.34 8.40 17.23 12.97 1.03 -1.69 -12.07 12.85 17.94 -3.12 23.10 42.44 -3.70 28.81 -1.98 9.22 8.25
10.37 -4.45 7.25 7.93 16.55 12.95 0.57 -1.51 -11.79 12.01 16.94 -3.37 22.30 41.41 -3.62 26.98 -1.25 8.67 7.72
10.11 -4.74 6.83 7.19 15.56 12.73 -0.13 -1.40 -11.71 10.92 15.64 -3.94 21.25 40.05 -3.69 24.63 -0.68 7.90 6.96
9.68 -5.24 6.17 6.29 14.41 12.41 -0.94 -1.33 -11.75 9.73 14.25 -4.71 20.16 38.48 -3.82 21.97 -0.21 7.07 6.11
9.13 -5.88 5.34 5.35 13.24 12.03 -1.77 -1.25 -11.79 8.62 12.94 -5.52 19.20 36.83 -3.96 19.21 0.16 6.33 5.28
8.53 -6.60 4.43 4.42 12.12 11.66 -2.56 -1.14 -11.73 7.67 11.84 -6.21 18.51 35.24 -4.08 16.57 0.47 5.82 4.57
7.93 -7.41 3.52 3.48 11.02 11.33 -3.31 -0.98 -11.53 6.95 11.01 -6.66 18.11 33.79 -4.21 14.21 0.69 5.59 3.98
7.41 -8.33 2.68 2.50 9.93 11.07 -4.05 -0.76 -11.14 6.43 10.42 -6.77 17.99 32.55 -4.40 12.21 0.81 5.67 3.50
7.03 -9.39 1.96 1.42 8.78 10.88 -4.84 -0.47 -10.56 6.08 10.02 -6.50 18.05 31.57 -4.71 10.60 0.84 6.04 3.10
6.86 -10.57 1.41 0.24 7.54 10.78 -5.70 -0.10 -9.78 5.84 9.72 -5.85 18.20 30.87 -5.13 9.40 0.79 6.64 2.73
6.94 -11.83 1.06 -1.03 6.21 10.78 -6.61 0.33 -8.83 5.67 9.45 -4.89 18.35 30.41 -5.67 8.54 0.69 7.39 2.39
7.28 -13.08 0.90 -2.31 4.86 10.89 -7.51 0.81 -7.75 5.59 9.20 -3.70 18.44 30.16 -6.23 7.96 0.63 8.21 2.09
7.86 -14.17 0.92 -3.47 3.58 11.10 -8.28 1.30 -6.58 5.62 8.98 -2.39 18.48 30.04 -6.69 7.58 0.72 9.03 1.91
8.61 -14.98 1.03 -4.37 2.52 11.40 -8.76 1.74 -5.36 5.85 8.89 -1.07 18.53 30.00 -6.92 7.32 1.09 9.77 1.96
9.40 -15.36 1.14 -4.86 1.81 11.75 -8.80 2.08 -4.16 6.35 9.02 0.14 18.69 29.93 -6.77 7.07 1.87 10.39 2.33
10.13 -15.26 1.16 -4.87 1.53 12.13 -8.28 2.26 -3.03 7.19 9.44 1.18 19.04 29.77 -6.16 6.79 3.14 10.86 3.12
10.66 -14.68 1.03 -4.38 1.70 12.52 -7.14 2.29 -1.99 8.39 10.20 2.00 19.62 29.49 -5.05 6.45 4.93 11.19 4.38
10.93 -13.71 0.71 -3.47 2.24 12.91 -5.43 2.17 -1.09 9.89 11.25 2.60 20.43 29.06 -3.53 6.05 7.20 11.39 6.06
10.91 -12.51 0.21 -2.28 3.03 13.28 -3.29 1.96 -0.33 11.56 12.48 3.00 21.37 28.48 -1.74 5.60 9.82 11.50 8.06
10.62 -11.26 -0.43 -1.04 3.88 13.64 -0.93 1.72 0.28 13.26 13.74 3.25 22.31 27.79 0.12 5.15 12.57 11.54 10.20
10.11 -10.16 -1.13 0.05 4.59 13.96 1.39 1.50 0.71 14.78 14.81 3.36 23.07 27.02 1.82 4.74 15.23 11.52 12.28
