-58.78 -21.64 -42.74 0.91 9.10 -52.46 -20.48 -57.66 -55.81 16.17 0.09 -86.48 -1.94 -63.85 -58.83 -92.43 0.31 -65.08 -11.51
-59.36 -21.12 -43.35 0.79 8.86 -53.48 -20.14 -58.32 -56.99 16.45 -0.36 -86.84 -1.96 -64.25 -58.14 -96.53 0.13 -66.53 -11.59
-60.16 -20.57 -44.03 0.89 8.79 -54.52 -19.74 -59.13 -58.26 16.68 -0.74 -87.70 -2.22 -64.62 -57.21 -100.60 0.00 -68.16 -11.69
-61.10 -19.99 -44.71 1.26 8.94 -55.47 -19.23 -59.93 -59.47 16.93 -0.99 -88.94 -2.65 -64.94 -56.10 -104.36 -0.10 -69.81 -11.78
-62.05 -19.35 -45.28 1.89 9.34 -56.19 -18.57 -60.58 -60.48 17.22 -1.01 -90.38 -3.13 -65.17 -54.89 -107.55 -0.17 -71.31 -11.87
-62.87 -18.64 -45.67 2.78 10.01 -56.58 -17.75 -60.96 -61.15 17.60 -0.77 -91.81 -3.60 -65.25 -53.65 -109.99 -0.25 -72.52 -11.96
-63.44 -17.86 -45.81 3.88 10.96 -56.58 -16.77 -60.97 -61.42 18.09 -0.26 -93.05 -4.00 -65.11 -52.45 -111.55 -0.37 -73.33 -12.04
-63.64 -17.00 -45.64 5.14 12.16 -56.17 -15.66 -60.59 -61.28 18.71 0.53 -93.95 -4.31 -64.69 -51.34 -112.21 -0.52 -73.68 -12.12
-63.42 -16.05 -45.17 6.49 13.58 -55.38 -14.47 -59.83 -60.76 19.44 1.53 -94.39 -4.53 -63.97 -50.34 -112.04 -0.71 -73.59 -12.18
-62.79 -15.05 -44.41 7.84 15.16 -54.31 -13.25 -58.76 -59.96 20.28 2.72 -94.36 -4.68 -62.96 -49.44 -111.22 -0.90 -73.12 -12.18
-61.84 -14.01 -43.44 9.12 16.83 -53.07 -12.06 -57.48 -58.98 21.19 4.01 -93.88 -4.78 -61.76 -48.64 -109.95 -1.03 -72.40 -12.10
