-3.81 -0.36 -7.17 0.83 12.24 -6.49 3.42 -19.46 -15.67 8.58 9.38 -16.63 6.69 24.43 -7.19 4.07 2.70 -9.67 8.62
-3.35 -0.58 -6.47 -0.03 11.84 -6.14 2.99 -19.65 -16.55 7.66 8.24 -17.11 6.43 24.51 -7.59 4.38 2.44 -9.92 8.21
-2.65 -0.64 -5.63 -0.67 11.63 -5.64 2.65 -19.58 -17.16 6.83 7.22 -17.24 6.27 24.80 -8.06 4.91 2.18 -9.82 7.84
-1.82 -0.53 -4.74 -1.01 11.64 -5.06 2.45 -19.26 -17.52 6.17 6.40 -17.12 6.23 25.19 -8.54 5.58 1.95 -9.43 7.55
-1.02 -0.26 -3.88 -1.01 11.92 -4.46 2.41 -18.71 -17.66 5.75 5.85 -16.86 6.33 25.59 -8.95 6.29 1.74 -8.82 7.38
-0.36 0.15 -3.14 -0.66 12.47 -3.90 2.52 -17.98 -17.65 5.59 5.60 -16.59 6.55 25.93 -9.21 6.94 1.53 -8.10 7.32
0.05 0.65 -2.59 -0.01 13.27 -3.42 2.72 -17.15 -17.55 5.65 5.66 -16.40 6.82 26.13 -9.29 7.45 1.30 -7.38 7.32
0.18 1.19 -2.22 0.88 14.26 -3.04 2.94 -16.27 -17.38 5.87 5.96 -16.30 7.08 26.19 -9.17 7.80 1.00 -6.73 7.31
0.03 1.70 -2.01 1.91 15.34 -2.72 3.09 -15.39 -17.17 6.13 6.43 -16.25 7.23 26.11 -8.85 7.98 0.56 -6.20 7.22
-0.34 2.12 -1.91 2.96 16.40 -2.44 3.09 -14.54 -16.90 6.32 6.98 -16.17 7.19 25.94 -8.40 8.00 -0.05 -5.79 6.95
-0.83 2.40 -1.85 3.92 17.37 -2.12 2.87 -13.73 -16.54 6.35 7.49 -15.95 6.93 25.71 -7.89 7.89 -0.85 -5.49 6.46
-1.35 2.52 -1.73 4.74 18.16 -1.73 2.43 -12.96 -16.06 6.17 7.91 -15.48 6.44 25.48 -7.38 7.69 -1.82 -5.27 5.73
-1.81 2.50 -1.52 5.39 18.76 -1.22 1.78 -12.22 -15.46 5.78 8.20 -14.72 5.76 25.29 -6.94 7.43 -2.89 -5.10 4.83
-2.14 2.38 -1.16 5.88 19.18 -0.60 1.01 -11.50 -14.72 5.24 8.36 -13.66 4.98 25.15 -6.59 7.12 -3.99 -4.97 3.83
-2.29 2.22 -0.64 6.27 19.50 0.13 0.21 -10.80 -13.86 4.65 8.44 -12.37 4.19 25.08 -6.33 6.80 -5.01 -4.86 2.86
-2.27 2.11 0.03 6.63 19.78 0.91 -0.48 -10.09 -12.92 4.12 8.51 -10.95 3.49 25.07 -6.15 6.49 -5.84 -4.77 2.03
-2.11 2.11 0.79 7.03 20.10 1.70 -0.97 -9.38 -11.96 3.76 8.64 -9.56 2.96 25.11 -6.01 6.19 -6.38 -4.70 1.45
-1.84 2.29 1.59 7.53 20.53 2.44 -1.19 -8.68 -11.04 3.64 8.90 -8.34 2.65 25.21 -5.84 5.93 -6.60 -4.67 1.17
-1.53 2.65 2.37 8.13 21.08 3.07 -1.10 -8.00 -10.21 3.80 9.31 -7.43 2.54 25.33 -5.63 5.71 -6.48 -4.69 1.21
-1.25 3.20 3.03 8.84 21.74 3.55 -0.74 -7.38 -9.54 4.20 9.88 -6.92 2.60 25.46 -5.34 5.52 -6.08 -4.77 1.52
-1.04 3.88 3.52 9.59 22.48 3.84 -0.17 -6.87 -9.07 4.80 10.57 -6.88 2.75 25.58 -5.00 5.32 -5.49 -4.94 2.02
-0.94 4.63 3.78 10.33 23.21 3.90 0.53 -6.49 -8.83 5.49 11.32 -7.28 2.90 25.65 -4.64 5.08 -4.82 -5.18 2.59
-0.94 5.37 3.79 10.96 23.85 3.74 1.25 -6.27 -8.82 6.16 12.06 -8.07 2.96 25.65 -4.30 4.77 -4.18 -5.50 3.13
-1.02 6.02 3.57 11.43 24.34 3.38 1.90 -6.23 -9.01 6.73 12.72 -9.12 2.87 25.58 -4.04 4.36 -3.69 -5.86 3.53
-1.12 6.52 3.18 11.67 24.62 2.85 2.42 -6.34 -9.35 7.12 13.22 -10.27 2.59 25.43 -3.90 3.84 -3.39 -6.22 3.74
-1.20 6.82 2.67 11.68 24.63 2.20 2.76 -6.58 -9.76 7.31 13.54 -11.34 2.14 25.18 -3.91 3.22 -3.30 -6.52 3.75
-1.23 6.90 2.12 11.44 24.39 1.50 2.93 -6.89 -10.16 7.29 13.68 -12.19 1.56 24.83 -4.08 2.50 -3.38 -6.72 3.59
-1.20 6.75 1.59 10.97 23.88 0.82 2.96 -7.22 -10.47 7.11 13.65 -12.72 0.95 24.35 -4.41 1.74 -3.57 -6.75 3.32
-1.16 6.35 1.10 10.31 23.12 0.18 2.88 -7.53 -10.65 6.84 13.50 -12.88 0.38 23.72 -4.86 0.96 -3.79 -6.59 3.03
-1.19 5.71 0.65 9.46 22.14 -0.37 2.75 -7.78 -10.65 6.54 13.28 -12.69 -0.06 22.87 -5.40 0.18 -3.95 -6.22 2.80
-1.37 4.81 0.21 8.46 20.94 -0.84 2.59 -7.95 -10.48 6.27 13.03 -12.23 -0.31 21.77 -6.00 -0.55 -4.01 -5.65 2.69
-1.79 3.63 -0.26 7.30 19.54 -1.22 2.41 -8.03 -10.13 6.04 12.77 -11.60 -0.37 20.42 -6.64 -1.22 -3.95 -4.90 2.71
-2.50 2.19 -0.80 5.99 17.94 -1.54 2.21 -8.02 -9.66 5.87 12.51 -10.90 -0.26 18.81 -7.30 -1.81 -3.78 -4.01 2.85
-3.51 0.51 -1.41 4.55 16.16 -1.79 1.99 -7.93 -9.09 5.74 12.23 -10.22 -0.03 17.01 -7.95 -2.28 -3.55 -3.03 3.05
