-157.01,-60.79,-30.96,-23.46,-70.73,-129.68,-74.60,-45.54,-16.71,-22.31,21.77,-40.45,-36.44,-131.29,-53.09,-148.99,-59.03,-151.67,-53.66,
-156.46,-59.67,-31.84,-22.36,-68.69,-126.71,-66.64,-45.96,-13.09,-16.29,25.24,-37.47,-30.65,-130.97,-52.24,-147.78,-58.37,-150.30,-52.37,
-156.01,-58.90,-32.04,-21.69,-66.70,-123.27,-59.06,-46.83,-8.86,-10.92,28.45,-34.19,-25.22,-129.76,-52.03,-145.79,-58.27,-148.13,-51.76,
-155.36,-58.71,-31.38,-21.70,-65.04,-119.48,-52.39,-47.70,-4.36,-6.77,30.89,-31.08,-20.94,-127.65,-52.68,-143.02,-58.96,-145.16,-52.10,
-154.23,-59.21,-29.79,-22.49,-63.83,-115.48,-46.99,-48.07,0.10,-4.21,32.11,-28.53,-18.35,-124.70,-54.21,-139.56,-60.50,-141.52,-53.43,
-152.33,-60.33,-27.31,-23.97,-63.10,-111.41,-42.97,-47.49,4.24,-3.31,31.90,-26.76,-17.66,-121.03,-56.43,-135.56,-62.68,-137.37,-55.56,
-149.50,-61.81,-24.09,-25.91,-62.72,-107.34,-40.19,-45.66,7.92,-3.78,30.33,-25.85,-18.63,-116.80,-58.96,-131.21,-65.14,-132.95,-58.08,
-145.66,-63.32,-20.39,-27.94,-62.46,-103.31,-38.24,-42.45,11.14,-5.08,27.71,-25.64,-20.68,-112.17,-61.29,-126.72,-67.39,-128.47,-60.46,
-140.90,-64.47,-16.49,-29.67,-62.08,-99.30,-36.59,-37.96,14.02,-6.46,24.62,-25.82,-22.97,-107.33,-62.92,-122.30,-68.91,-124.15,-62.17,
-135.48,-64.95,-12.72,-30.73,-61.35,-95.28,-34.64,-32.54,16.76,-7.18,21.74,-26.00,-24.64,-102.50,-63.45,-118.16,-69.32,-120.18,-62.78,
-129.78,-64.56,-9.38,-30.91,-60.14,-91.26,-31.91,-26.75,19.55,-6.65,19.69,-25.81,-25.01,-97.92,-62.70,-114.46,-68.44,-116.71,-62.10,
-124.26,-63.28,-6.74,-30.10,-58.41,-87.26,-28.09,-21.26,22.52,-4.56,18.98,-25.01,-23.73,-93.82,-60.69,-111.35,-66.32,-113.83,-60.16,
-119.39,-61.25,-4.99,-28.37,-56.24,-83.39,-23.12,-16.72,25.70,-0.95,19.82,-23.49,-20.88,-90.45,-57.67,-108.92,-63.23,-111.63,-57.25,
-115.58,-58.73,-4.23,-25.89,-53.79,-79.80,-17.20,-13.70,28.94,3.81,22.13,-21.40,-16.95,-87.99,-54.06,-107.23,-59.64,-110.11,-53.82,
-113.10,-56.04,-4.47,-22.94,-51.30,-76.68,-10.68,-12.50,32.00,9.12,25.56,-19.05,-12.69,-86.56,-50.34,-106.27,-56.05,-109.27,-50.37,
-112.06,-53.50,-5.61,-19.77,-48.97,-74.23,-4.07,-13.14,34.54,14.30,29.53,-16.87,-8.88,-86.16,-46.99,-106.00,-52.94,-109.06,-47.38,
-112.41,-51.38,-7.47,-16.63,-46.99,-72.61,2.15,-15.37,36.24,18.73,33.40,-15.39,-6.22,-86.70,-44.37,-106.32,-50.68,-109.38,-45.19,
-113.91,-49.84,-9.82,-13.72,-45.49,-71.92,7.53,-18.73,36.81,21.98,36.57,-15.05,-5.12,-87.99,-42.73,-107.12,-49.48,-110.14,-43.99,
-116.26,-48.94,-12.42,-11.13,-44.51,-72.18,11.76,-22.64,36.09,23.86,38.57,-16.21,-5.60,-89.79,-42.11,-108.25,-49.35,-111.22,-43.77,
-119.10,-48.62,-15.07,-8.88,-44.01,-73.35,14.72,-26.52,34.04,24.46,39.16,-19.04,-7.40,-91.88,-42.42,-109.60,-50.14,-112.54,-44.39,
-122.09,-48.71,-17.60,-6.90,-43.86,-75.29,16.40,-29.93,30.81,24.06,38.38,-23.52,-9.99,-94.04,-43.40,-111.05,-51.56,-113.98,-45.57,
-124.97,-49.01,-19.89,-5.07,-43.88,-77.77,16.99,-32.58,26.70,23.10,36.49,-29.38,-12.70,-96.07,-44.75,-112.48,-53.25,-115.42,-46.99,
-127.52,-49.27,-21.86,-3.27,-43.86,-80.50,16.78,-34.36,22.18,22.05,33.95,-36.12,-14.91,-97.85,-46.11,-113.74,-54.82,-116.72,-48.30,
-129.62,-49.32,-23.46,-1.40,-43.63,-83.15,16.10,-35.37,17.78,21.31,31.34,-43.10,-16.13,-99.23,-47.22,-114.69,-55.98,-117.71,-49.27,
-131.22,-49.06,-24.63,0.55,-43.11,-85.36,15.24,-35.81,14.05,21.14,29.21,-49.57,-16.15,-100.11,-47.93,-115.15,-56.56,-118.18,-49.76,
-132.31,-48.53,-25.31,2.50,-42.31,-86.80,14.46,-35.91,11.52,21.63,28.01,-54.81,-15.00,-100.36,-48.20,-114.93,-56.55,-117.94,-49.78,
-132.90,-47.86,-25.47,4.26,-41.39,-87.22,13.88,-35.91,10.53,22.66,27.96,-58.29,-12.99,-99.91,-48.18,-113.91,-56.10,-116.83,-49.50,
-133.05,-47.30,-25.11,5.63,-40.59,-86.52,13.55,-35.95,11.22,23.99,29.03,-59.76,-10.63,-98.73,-48.07,-112.04,-55.48,-114.83,-49.16,
-132.82,-47.06,-24.30,6.38,-40.20,-84.76,13.39,-36.04,13.47,25.27,30.94,-59.32,-8.51,-96.90,-48.11,-109.41,-54.97,-112.02,-49.01,
