3.60,-17.64,-26.16,-16.93,-36.54,0.69,9.51,93.83,-28.48,99.59,-48.11,6.40,-155.83,-7.90,-22.80,-5.76,-17.26,-5.60,-17.32,
1.81,-22.76,-28.69,-21.97,-43.34,-0.68,7.28,94.37,-28.62,99.98,-42.17,6.63,-157.59,-10.38,-28.59,-7.63,-22.57,-7.08,-22.54,
-0.54,-27.37,-31.76,-26.54,-49.57,-2.76,5.32,94.17,-29.58,100.49,-36.68,6.08,-159.03,-13.63,-33.77,-10.74,-27.28,-9.75,-27.00,
-3.23,-31.24,-35.24,-30.38,-54.88,-5.53,3.69,93.46,-31.28,101.31,-31.76,4.90,-159.73,-17.37,-38.01,-14.87,-31.05,-13.40,-30.31,
-6.06,-34.24,-38.91,-33.32,-59.01,-8.88,2.41,92.43,-33.57,102.56,-27.43,3.26,-159.44,-21.30,-41.15,-19.67,-33.67,-17.71,-32.26,
-8.81,-36.34,-42.46,-35.30,-61.85,-12.59,1.46,91.29,-36.17,104.25,-23.69,1.39,-158.12,-25.09,-43.10,-24.69,-35.06,-22.27,-32.79,
-11.28,-37.61,-45.49,-36.37,-63.44,-16.34,0.79,90.18,-38.76,106.23,-20.57,-0.47,-155.93,-28.49,-43.94,-29.41,-35.28,-26.60,-32.03,
-13.36,-38.17,-47.59,-36.66,-63.98,-19.78,0.31,89.22,-41.02,108.31,-18.08,-2.09,-153.17,-31.27,-43.85,-33.35,-34.52,-30.25,-30.26,
-14.94,-38.21,-48.47,-36.38,-63.77,-22.54,-0.07,88.52,-42.64,110.27,-16.32,-3.23,-150.21,-33.30,-43.10,-36.15,-33.08,-32.88,-27.86,
-16.02,-37.96,-47.93,-35.78,-63.16,-24.31,-0.44,88.14,-43.40,111.92,-15.40,-3.68,-147.43,-34.50,-42.01,-37.56,-31.29,-34.25,-25.27,
-16.66,-37.60,-46.00,-35.11,-62.52,-24.93,-0.85,88.13,-43.25,113.17,-15.51,-3.31,-145.09,-34.89,-40.91,-37.57,-29.50,-34.35,-22.89,
-16.95,-37.34,-42.91,-34.60,-62.17,-24.41,-1.37,88.45,-42.25,113.99,-16.82,-2.08,-143.36,-34.57,-40.08,-36.37,-28.03,-33.33,-21.06,
-17.03,-37.32,-39.10,-34.44,-62.35,-23.00,-2.03,89.01,-40.65,114.46,-19.48,-0.08,-142.31,-33.71,-39.75,-34.32,-27.13,-31.52,-19.99,
-17.04,-37.66,-35.14,-34.73,-63.19,-21.12,-2.86,89.64,-38.81,114.69,-23.55,2.47,-141.85,-32.57,-40.07,-31.93,-26.93,-29.36,-19.78,
-17.09,-38.41,-31.64,-35.53,-64.71,-19.33,-3.87,90.10,-37.15,114.84,-28.94,5.26,-141.85,-31.40,-41.07,-29.71,-27.51,-27.34,-20.40,
